AAG_score,TA_score
0.7248611789946813,12
0.0233826186772477,12
0.7248611789946813,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.7248611789946813,12
0.7248611789946813,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.7248611789946813,12
-1.379574501957619,10
0.0233826186772477,12
1.4263397393121149,12
0.0233826186772477,12
0.7248611789946813,12
1.4263397393121149,12
-0.6780959416401858,10
0.0233826186772477,12
-0.6780959416401858,8
-3.48401018290992,12
0.0233826186772477,12
0.0233826186772477,10
-0.6780959416401858,8
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.7248611789946813,12
0.0233826186772477,12
-0.6780959416401858,10
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.7248611789946813,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.7248611789946813,12
-3.48401018290992,0
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,10
0.0233826186772477,12
-0.6780959416401858,8
0.0233826186772477,12
2.1278182996295483,12
0.7248611789946813,12
0.0233826186772477,12
-3.48401018290992,0
-0.6780959416401858,10
0.0233826186772477,12
0.7248611789946813,12
0.7248611789946813,12
0.0233826186772477,12
-0.6780959416401858,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
-3.48401018290992,0
0.0233826186772477,12
0.0233826186772477,12
-2.7825316225924865,4
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,10
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,8
-2.081053062275053,11
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
-1.379574501957619,12
0.0233826186772477,12
0.7248611789946813,12
-3.48401018290992,0
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,10
0.7248611789946813,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,8
0.0233826186772477,12
0.0233826186772477,8
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.7248611789946813,12
-3.48401018290992,0
0.7248611789946813,12
0.7248611789946813,12
0.0233826186772477,12
-3.48401018290992,0
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
0.0233826186772477,12
0.7248611789946813,12
0.0233826186772477,12
0.0233826186772477,12
1.4263397393121149,12
0.0233826186772477,12
0.7248611789946813,12
0.7248611789946813,12
0.0233826186772477,12
-3.48401018290992,0
0.0233826186772477,12
0.0233826186772477,8
0.0233826186772477,12
0.7248611789946813,12
